responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment,meanError,excludedError,excludedResponseError,meanTime,excludedTime,excludedResponseTime
8.168,67e32e6e3c45b8246a0af9fc,51,37.0,20,2025-04-22 21:26:14.757,4838.0,20,far-from-aligned,far-anchor,5,9,0,50,39,pie,51,F,0.0,0.0,True,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
8.987,67e32e6e3c45b8246a0af9fc,51,38.0,24,2025-04-22 21:26:23.227,4839.0,24,far-from-aligned,near-anchor,1,6,1,50,44,pie,51,C,0.0,0.0,True,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
6.188,67e32e6e3c45b8246a0af9fc,51,39.0,52,2025-04-22 21:26:32.524,4840.0,55,far-from-aligned,far-anchor,5,9,0,75,11,pie,51,G,-3.0,3.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
12.324,67e32e6e3c45b8246a0af9fc,51,40.0,40,2025-04-22 21:26:39.053,4841.0,37,near-aligned,far-anchor,12,2,2,50,11,line,51,C,3.0,3.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
10.708,67e32e6e3c45b8246a0af9fc,51,41.0,50,2025-04-22 21:26:51.695,4842.0,48,near-aligned,near-anchor,2,4,2,25,21,line,51,G,2.0,2.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
8.852,67e32e6e3c45b8246a0af9fc,51,42.0,50,2025-04-22 21:27:02.745,4843.0,50,far-from-aligned,anchor,0,9,0,25 and 75,16,line,51,D,0.0,0.0,True,anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
12.629,67e32e6e3c45b8246a0af9fc,51,44.0,46,2025-04-22 21:27:43.470,4845.0,47,aligned,near-anchor,3,0,2,50,3,line,51,D,-1.0,1.0,False,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
14.277,67e32e6e3c45b8246a0af9fc,51,46.0,40,2025-04-22 21:28:27.622,4847.0,37,far-from-aligned,far-anchor,12,6,2,75,32,pie,51,E,3.0,3.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
8.932,67e32e6e3c45b8246a0af9fc,51,47.0,25,2025-04-22 21:28:42.221,4848.0,25,near-aligned,anchor,0,4,0,0 and 25,4,line,51,D,0.0,0.0,True,anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
7.209,67e32e6e3c45b8246a0af9fc,51,48.0,25,2025-04-22 21:28:53.960,4849.0,25,far-from-aligned,anchor,0,8,0,0 and 25,8,line,51,F,0.0,0.0,True,anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
7.325,67e32e6e3c45b8246a0af9fc,51,49.0,47,2025-04-22 21:29:01.586,4850.0,47,far-from-aligned,near-anchor,3,11,2,25 and 50,14,pie,51,D,0.0,0.0,True,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
5.151,67e32e6e3c45b8246a0af9fc,51,50.0,47,2025-04-22 21:29:09.234,4851.0,45,aligned,far-anchor,5,0,0,75,30,pie,51,E,2.0,2.0,False,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
3.946,67e32e6e3c45b8246a0af9fc,51,51.0,47,2025-04-22 21:29:14.712,4852.0,44,near-aligned,far-anchor,6,4,1,50,46,pie,51,D,3.0,3.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
3.656,66293af123d55f1dadad5ceb,63,0.0,15,2025-04-22 21:29:15.560,5953.0,16,far-from-aligned,far-anchor,9,5,1,50,39,line,63,A,-1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.299,66293af123d55f1dadad5ceb,63,1.0,25,2025-04-22 21:29:19.278,5954.0,34,near-aligned,far-anchor,9,4,1,50,46,line,63,B,-9.0,9.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.506,66293af123d55f1dadad5ceb,63,2.0,50,2025-04-22 21:29:21.644,5955.0,51,far-from-aligned,far-anchor,1,10,1,0,10,pie,63,A,-1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.778,66293af123d55f1dadad5ceb,63,3.0,47,2025-04-22 21:29:24.208,5956.0,45,near-aligned,far-anchor,5,3,0,25,22,pie,63,B,2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.415,66293af123d55f1dadad5ceb,63,4.0,25,2025-04-22 21:29:28.039,5957.0,24,aligned,near-anchor,1,0,1,25,1,line,63,G,1.0,1.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.591,66293af123d55f1dadad5ceb,63,5.0,50,2025-04-22 21:29:30.507,5958.0,50,far-from-aligned,anchor,0,6,0,0 and 50,6,pie,63,B,0.0,0.0,True,anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
15.881,67e32e6e3c45b8246a0af9fc,51,52.0,27,2025-04-22 21:29:18.965,4853.0,23,aligned,near-anchor,2,0,2,0,0,pie,51,B,4.0,4.0,False,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
3.595,66293af123d55f1dadad5ceb,63,6.0,25,2025-04-22 21:29:33.152,5959.0,31,near-aligned,far-anchor,6,3,1,25 and 50,22,pie,63,B,-6.0,6.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
6.54,66293af123d55f1dadad5ceb,63,7.0,23,2025-04-22 21:29:36.816,5960.0,24,aligned,near-anchor,1,0,1,25,25,line,63,G,-1.0,1.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
10.311,67e32e6e3c45b8246a0af9fc,51,53.0,25,2025-04-22 21:29:35.264,4854.0,25,aligned,anchor,0,0,0,75 and 100,75,line,51,F,0.0,0.0,True,anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
5.868,66293af123d55f1dadad5ceb,63,8.0,28,2025-04-22 21:29:43.417,5961.0,27,aligned,near-anchor,2,0,2,25,25,line,63,G,1.0,1.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.39,66293af123d55f1dadad5ceb,63,9.0,35,2025-04-22 21:29:49.347,5962.0,33,near-aligned,far-anchor,8,4,2,100,63,pie,63,F,2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
7.452,66293af123d55f1dadad5ceb,63,10.0,36,2025-04-22 21:29:52.805,5963.0,39,aligned,far-anchor,11,0,1,0,0,pie,63,G,-3.0,3.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.758,66293af123d55f1dadad5ceb,63,11.0,33,2025-04-22 21:30:00.315,5964.0,27,far-from-aligned,near-anchor,2,9,2,100,64,line,63,E,6.0,6.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
20.959,67e32e6e3c45b8246a0af9fc,51,54.0,25,2025-04-22 21:29:45.923,4855.0,22,aligned,near-anchor,3,0,2,25,3,pie,51,B,3.0,3.0,False,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
6.298,66293af123d55f1dadad5ceb,63,12.0,39,2025-04-22 21:30:07.745,5965.0,36,far-from-aligned,far-anchor,11,5,1,25,20,line,63,G,3.0,3.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.18,66293af123d55f1dadad5ceb,63,13.0,25,2025-04-22 21:30:14.105,5966.0,25,aligned,anchor,0,0,0,0 and 25,0,pie,63,D,0.0,0.0,True,anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.45,66293af123d55f1dadad5ceb,63,14.0,25,2025-04-22 21:30:17.348,5967.0,25,near-aligned,anchor,0,3,0,25 and 50,22,pie,63,F,0.0,0.0,True,anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.899,66293af123d55f1dadad5ceb,63,15.0,36,2025-04-22 21:30:19.862,5968.0,39,near-aligned,far-anchor,11,3,1,50,47,pie,63,G,-3.0,3.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
4.762,66293af123d55f1dadad5ceb,63,16.0,23,2025-04-22 21:30:22.829,5969.0,22,near-aligned,near-anchor,3,3,2,75,72,line,63,E,1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.135,66293af123d55f1dadad5ceb,63,17.0,33,2025-04-22 21:30:27.644,5970.0,30,aligned,far-anchor,5,0,0,75,45,line,63,F,3.0,3.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
26.065,67e32e6e3c45b8246a0af9fc,51,55.0,45,2025-04-22 21:30:07.263,4856.0,42,aligned,far-anchor,8,0,2,100,58,pie,51,E,3.0,3.0,False,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
4.151,66293af123d55f1dadad5ceb,63,18.0,20,2025-04-22 21:30:30.832,5971.0,22,near-aligned,near-anchor,3,1,2,25,2,line,63,A,-2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
16.825,67ec004cf78a2e26488cae28,60,0.0,40,2025-04-22 21:30:20.798,5665.0,46,far-from-aligned,near-anchor,4,6,1,75,35,line,60,A,-6.0,6.0,False,non-anchor,unaligned,3.40625,included,includedResponse,11.01475,included,includedResponse
6.22,66293af123d55f1dadad5ceb,63,19.0,31,2025-04-22 21:30:35.039,5972.0,22,far-from-aligned,near-anchor,3,7,2,25,10,pie,63,A,9.0,9.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
7.929,67e32e6e3c45b8246a0af9fc,51,56.0,45,2025-04-22 21:30:33.713,4857.0,44,aligned,far-anchor,6,0,1,75,31,pie,51,D,1.0,1.0,False,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
10.651,67ec004cf78a2e26488cae28,60,1.0,50,2025-04-22 21:30:37.737,5666.0,50,far-from-aligned,anchor,0,7,0,50 and 100,43,pie,60,A,0.0,0.0,True,anchor,unaligned,3.40625,included,includedResponse,11.01475,included,includedResponse
8.903,66293af123d55f1dadad5ceb,63,20.0,56,2025-04-22 21:30:41.332,5973.0,55,far-from-aligned,far-anchor,5,9,0,0,9,pie,63,D,1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
8.998,67e32e6e3c45b8246a0af9fc,51,57.0,25,2025-04-22 21:30:42.017,4858.0,21,far-from-aligned,near-anchor,4,5,1,25,9,pie,51,C,4.0,4.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
2.541,66293af123d55f1dadad5ceb,63,21.0,33,2025-04-22 21:30:50.298,5974.0,16,near-aligned,far-anchor,9,2,1,50,48,line,63,A,17.0,17.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.404,66293af123d55f1dadad5ceb,63,22.0,36,2025-04-22 21:30:52.898,5975.0,22,far-from-aligned,near-anchor,3,5,2,25,8,line,63,C,14.0,14.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
25.063,67d9e2c43fc93b0db5eb55bb,61,0.0,50,2025-04-22 21:30:32.967,5761.0,51,far-from-aligned,far-anchor,1,6,1,25,31,line,61,E,-1.0,1.0,False,non-anchor,unaligned,5.822916666666667,included,includedResponse,14.03965625,included,includedResponse
2.226,66293af123d55f1dadad5ceb,63,23.0,25,2025-04-22 21:30:56.364,5976.0,21,far-from-aligned,near-anchor,4,10,1,50,40,pie,63,F,4.0,4.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
13.01,67ec004cf78a2e26488cae28,60,2.0,40,2025-04-22 21:30:48.501,5667.0,46,aligned,near-anchor,4,0,1,50,50,line,60,G,-6.0,6.0,False,non-anchor,aligned,3.40625,included,includedResponse,11.01475,included,includedResponse
2.369,66293af123d55f1dadad5ceb,63,24.0,50,2025-04-22 21:31:04.248,5977.0,50,far-from-aligned,anchor,0,9,0,50 and 100,41,pie,63,F,0.0,0.0,True,anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.616,66293af123d55f1dadad5ceb,63,25.0,36,2025-04-22 21:31:06.685,5978.0,35,far-from-aligned,far-anchor,10,5,0,50,10,line,63,C,1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
9.099,67ec004cf78a2e26488cae28,60,3.0,10,2025-04-22 21:31:01.618,5668.0,18,far-from-aligned,far-anchor,7,5,2,75,62,line,60,F,-8.0,8.0,False,non-anchor,unaligned,3.40625,included,includedResponse,11.01475,included,includedResponse
2.03,66293af123d55f1dadad5ceb,63,26.0,25,2025-04-22 21:31:09.369,5979.0,27,far-from-aligned,near-anchor,2,10,2,0,10,line,63,B,-2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.32,66293af123d55f1dadad5ceb,63,27.0,25,2025-04-22 21:31:11.462,5980.0,25,aligned,anchor,0,0,0,50 and 75,50,pie,63,E,0.0,0.0,True,anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.857,66293af123d55f1dadad5ceb,63,28.0,26,2025-04-22 21:31:13.835,5981.0,21,near-aligned,near-anchor,4,2,1,25,23,line,63,F,5.0,5.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
25.32,67e32e6e3c45b8246a0af9fc,51,58.0,45,2025-04-22 21:30:51.519,4859.0,38,near-aligned,far-anchor,12,3,2,100,59,pie,51,B,7.0,7.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
3.684,66293af123d55f1dadad5ceb,63,29.0,16,2025-04-22 21:31:16.750,5982.0,18,far-from-aligned,far-anchor,7,7,2,50,43,pie,63,C,-2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
14.147,67ec004cf78a2e26488cae28,60,4.0,25,2025-04-22 21:31:10.823,5669.0,23,far-from-aligned,near-anchor,2,8,2,25,10,line,60,G,2.0,2.0,False,non-anchor,unaligned,3.40625,included,includedResponse,11.01475,included,includedResponse
4.724,66293af123d55f1dadad5ceb,63,30.0,28,2025-04-22 21:31:20.497,5983.0,27,far-from-aligned,near-anchor,2,11,2,0,11,pie,63,D,1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
9.396,67e32e6e3c45b8246a0af9fc,51,59.0,26,2025-04-22 21:31:17.143,4860.0,29,near-aligned,near-anchor,4,4,1,50,17,pie,51,D,-3.0,3.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
3.446,66293af123d55f1dadad5ceb,63,31.0,48,2025-04-22 21:31:25.274,5984.0,47,far-from-aligned,near-anchor,3,7,2,50,43,pie,63,F,1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.841,66293af123d55f1dadad5ceb,63,32.0,30,2025-04-22 21:31:28.774,5985.0,25,near-aligned,anchor,0,4,0,0 and 25,4,line,63,F,5.0,5.0,False,anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.426,66293af123d55f1dadad5ceb,63,33.0,25,2025-04-22 21:31:31.671,5986.0,23,near-aligned,near-anchor,2,4,2,75,56,pie,63,C,2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
5.579,66293af123d55f1dadad5ceb,63,34.0,48,2025-04-22 21:31:34.155,5987.0,40,far-from-aligned,far-anchor,10,7,0,25,18,line,63,C,8.0,8.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.22,66293af123d55f1dadad5ceb,63,35.0,36,2025-04-22 21:31:39.797,5988.0,34,aligned,far-anchor,9,0,1,25,25,pie,63,E,2.0,2.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.642,66293af123d55f1dadad5ceb,63,36.0,15,2025-04-22 21:31:46.229,5989.0,17,far-from-aligned,far-anchor,8,5,2,50,38,line,63,D,-2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
8.22,65d863e56337aa59292ccd66,65,0.0,23,2025-04-22 21:31:42.896,6145.0,24,aligned,near-anchor,1,0,1,75,51,pie,65,F,-1.0,1.0,False,non-anchor,aligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
2.797,66293af123d55f1dadad5ceb,63,37.0,55,2025-04-22 21:31:48.939,5990.0,44,far-from-aligned,far-anchor,6,8,1,75,39,line,63,E,11.0,11.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
28.633,67ec004cf78a2e26488cae28,60,5.0,20,2025-04-22 21:31:25.086,5670.0,18,aligned,far-anchor,7,0,2,0,0,line,60,F,2.0,2.0,False,non-anchor,aligned,3.40625,included,includedResponse,11.01475,included,includedResponse
3.105,66293af123d55f1dadad5ceb,63,38.0,46,2025-04-22 21:31:51.789,5991.0,41,aligned,far-anchor,9,0,1,0,0,pie,63,D,5.0,5.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
5.9,65d863e56337aa59292ccd66,65,1.0,28,2025-04-22 21:31:51.196,6146.0,29,aligned,near-anchor,4,0,1,0,0,line,65,C,-1.0,1.0,False,non-anchor,aligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
2.65,66293af123d55f1dadad5ceb,63,39.0,20,2025-04-22 21:31:54.961,5992.0,24,aligned,near-anchor,1,0,1,0,0,line,63,G,-4.0,4.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.463,66293af123d55f1dadad5ceb,63,40.0,50,2025-04-22 21:31:57.666,5993.0,53,far-from-aligned,far-anchor,3,10,2,0,10,pie,63,D,-3.0,3.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.073,66293af123d55f1dadad5ceb,63,41.0,25,2025-04-22 21:32:00.192,5994.0,18,aligned,far-anchor,7,0,2,100,82,pie,63,F,7.0,7.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
6.241,65d863e56337aa59292ccd66,65,2.0,25,2025-04-22 21:31:57.196,6147.0,26,far-from-aligned,near-anchor,1,5,1,25,30,pie,65,A,-1.0,1.0,False,non-anchor,unaligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
2.431,66293af123d55f1dadad5ceb,63,42.0,15,2025-04-22 21:32:02.319,5995.0,16,aligned,far-anchor,9,0,1,50,34,line,63,A,-1.0,1.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.591,66293af123d55f1dadad5ceb,63,43.0,33,2025-04-22 21:32:04.817,5996.0,30,far-from-aligned,far-anchor,5,8,0,0,8,pie,63,A,3.0,3.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.684,66293af123d55f1dadad5ceb,63,44.0,15,2025-04-22 21:32:07.468,5997.0,15,near-aligned,far-anchor,10,2,0,50,33,line,63,A,0.0,0.0,True,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
16.955,67ec004cf78a2e26488cae28,60,6.0,22,2025-04-22 21:31:53.832,5671.0,21,near-aligned,near-anchor,4,3,1,25,7,pie,60,A,1.0,1.0,False,non-anchor,unaligned,3.40625,included,includedResponse,11.01475,included,includedResponse
3.284,66293af123d55f1dadad5ceb,63,45.0,26,2025-04-22 21:32:10.209,5998.0,25,far-from-aligned,anchor,0,11,0,75 and 100,64,line,63,C,1.0,1.0,False,anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
16.71,67d9e2c43fc93b0db5eb55bb,61,3.0,20,2025-04-22 21:31:57.381,5764.0,24,near-aligned,near-anchor,1,3,1,75,54,line,61,E,-4.0,4.0,False,non-anchor,unaligned,5.822916666666667,included,includedResponse,14.03965625,included,includedResponse
7.796,65d863e56337aa59292ccd66,65,4.0,25,2025-04-22 21:32:08.545,6149.0,25,near-aligned,anchor,0,4,0,50 and 75,46,pie,65,C,0.0,0.0,True,anchor,unaligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
4.747,66293af123d55f1dadad5ceb,63,46.0,43,2025-04-22 21:32:13.548,5999.0,37,near-aligned,far-anchor,12,2,2,50,48,line,63,E,6.0,6.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.579,66293af123d55f1dadad5ceb,63,47.0,36,2025-04-22 21:32:18.355,6000.0,24,far-from-aligned,near-anchor,1,8,1,25,17,pie,63,G,12.0,12.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
6.311,65d863e56337aa59292ccd66,65,5.0,30,2025-04-22 21:32:16.470,6150.0,28,near-aligned,near-anchor,3,4,2,75,43,line,65,B,2.0,2.0,False,non-anchor,unaligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
3.294,66293af123d55f1dadad5ceb,63,48.0,33,2025-04-22 21:32:24.849,6001.0,24,far-from-aligned,near-anchor,1,9,1,50,41,line,63,C,9.0,9.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
6.367,65d863e56337aa59292ccd66,65,6.0,50,2025-04-22 21:32:22.886,6151.0,50,aligned,anchor,0,0,0,0 and 50,0,line,65,D,0.0,0.0,True,anchor,aligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
2.169,66293af123d55f1dadad5ceb,63,49.0,50,2025-04-22 21:32:28.216,6002.0,51,aligned,far-anchor,1,0,1,100,49,line,63,E,-1.0,1.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.671,66293af123d55f1dadad5ceb,63,50.0,48,2025-04-22 21:32:30.448,6003.0,46,aligned,near-anchor,4,0,1,25,25,pie,63,D,2.0,2.0,False,non-anchor,aligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
2.566,66293af123d55f1dadad5ceb,63,51.0,30,2025-04-22 21:32:33.182,6004.0,31,far-from-aligned,far-anchor,6,6,1,50,13,line,63,E,-1.0,1.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
27.233,67e32e6e3c45b8246a0af9fc,51,61.0,23,2025-04-22 21:32:08.919,4862.0,23,aligned,near-anchor,2,0,2,0,0,line,51,G,0.0,0.0,True,non-anchor,aligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
10.371,65d863e56337aa59292ccd66,65,7.0,40,2025-04-22 21:32:29.346,6152.0,40,far-from-aligned,far-anchor,10,5,0,75,40,line,65,G,0.0,0.0,True,non-anchor,unaligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
4.403,66293af123d55f1dadad5ceb,63,52.0,48,2025-04-22 21:32:35.805,6005.0,45,far-from-aligned,far-anchor,5,6,0,50,44,line,63,F,3.0,3.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
27.15,67d9e2c43fc93b0db5eb55bb,61,4.0,33,2025-04-22 21:32:14.355,5765.0,37,near-aligned,far-anchor,12,4,2,75,34,line,61,C,-4.0,4.0,False,non-anchor,unaligned,5.822916666666667,included,includedResponse,14.03965625,included,includedResponse
2.303,66293af123d55f1dadad5ceb,63,53.0,48,2025-04-22 21:32:40.266,6006.0,48,far-from-aligned,near-anchor,2,10,2,25,15,line,63,D,0.0,0.0,True,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
6.55,65d863e56337aa59292ccd66,65,8.0,25,2025-04-22 21:32:39.811,6153.0,24,far-from-aligned,near-anchor,1,8,1,75,59,pie,65,F,1.0,1.0,False,non-anchor,unaligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
3.813,66293af123d55f1dadad5ceb,63,54.0,23,2025-04-22 21:32:42.626,6007.0,17,far-from-aligned,far-anchor,8,5,2,50,38,pie,63,F,6.0,6.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
6.227,65d863e56337aa59292ccd66,65,9.0,28,2025-04-22 21:32:46.470,6154.0,27,aligned,near-anchor,2,0,2,100,73,pie,65,A,1.0,1.0,False,non-anchor,aligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
6.47,66293af123d55f1dadad5ceb,63,55.0,35,2025-04-22 21:32:46.497,6008.0,24,near-aligned,near-anchor,1,4,1,50,46,pie,63,D,11.0,11.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
4.115,66293af123d55f1dadad5ceb,63,56.0,50,2025-04-22 21:32:53.031,6009.0,52,far-from-aligned,far-anchor,2,8,2,0,8,pie,63,D,-2.0,2.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
9.156,66cb185ac5d99ffdcc950900,62,0.0,35,2025-04-22 21:32:49.714,5857.0,35,far-from-aligned,far-anchor,10,5,0,50,55,pie,62,C,0.0,0.0,True,non-anchor,unaligned,2.1041666666666665,included,includedResponse,10.110479166666666,included,includedResponse
6.106,65d863e56337aa59292ccd66,65,10.0,50,2025-04-22 21:32:52.850,6155.0,49,far-from-aligned,near-anchor,1,6,1,50,7,line,65,E,1.0,1.0,False,non-anchor,unaligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
23.496,67e32e6e3c45b8246a0af9fc,51,62.0,47,2025-04-22 21:32:36.509,4863.0,45,far-from-aligned,far-anchor,5,5,0,50,45,line,51,E,2.0,2.0,False,non-anchor,unaligned,2.5104166666666665,included,includedResponse,13.877541666666666,included,includedResponse
4.453,66293af123d55f1dadad5ceb,63,57.0,47,2025-04-22 21:32:57.204,6010.0,44,near-aligned,far-anchor,6,3,1,50,47,pie,63,D,3.0,3.0,False,non-anchor,unaligned,4.489583333333333,included,includedResponse,3.9125416666666664,included,includedResponse
3.621,65d863e56337aa59292ccd66,65,11.0,25,2025-04-22 21:32:59.056,6156.0,25,aligned,anchor,0,0,0,50 and 75,50,line,65,E,0.0,0.0,True,anchor,aligned,2.90625,included,includedResponse,6.680864583333334,included,includedResponse
7.487,67ec004cf78a2e26488cae28,60,8.0,25,2025-04-22 21:32:59.535,5673.0,26,far-from-aligned,near-anchor,1,7,1,0,7,pie,60,C,-1.0,1.0,False,non-anchor,unaligned,3.40625,included,includedResponse,11.01475,included,includedResponse
