selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,selectedLabel,G,E,F,B,C,D,A,G_ind,E_ind,F_ind,B_ind,C_ind,D_ind,A_ind,UID
46,far-align,near-anchor,4,8,1,50,42,pie,C,12,14,15,5,46,5,3,6,0,4,3,5,1,2,16
16,aligned,far-anchor,9,0,1,100,84,line,E,9,16,7,13,9,20,26,5,6,0,3,4,1,2,16
54,aligned,far-anchor,4,0,1,25,25,pie,C,9,8,9,3,54,10,7,5,2,4,6,3,1,0,16
38,near-align,far-anchor,12,2,2,25,23,line,A,17,16,6,10,7,6,38,0,3,6,4,5,1,2,16
24,near-align,near-anchor,1,1,1,50,27,line,B,11,18,10,24,17,16,4,0,6,4,2,3,1,5,16
24,far-align,near-anchor,1,6,1,75,69,line,A,21,24,7,1,12,11,24,0,4,6,3,2,1,5,16
16,aligned,far-anchor,9,0,1,75,59,pie,C,14,11,21,17,16,11,10,5,6,3,1,4,2,0,16
24,far-align,near-anchor,1,11,1,25,12,line,C,13,10,2,12,24,22,17,3,2,4,0,1,5,6,16
30,far-align,far-anchor,5,8,0,75,37,pie,A,5,16,16,9,16,8,30,2,1,6,5,0,4,3,16
26,far-align,near-anchor,1,6,1,25,31,line,A,9,9,17,2,24,13,26,1,2,4,5,6,0,3,16
50,aligned,anchor,0,0,0,50 and 100,50,pie,D,2,4,12,11,15,50,6,1,3,0,5,2,6,4,16
47,near-align,near-anchor,3,2,2,75,30,line,C,7,11,15,10,47,8,2,0,6,2,4,3,1,5,16
25,aligned,anchor,0,0,0,50 and 75,50,line,E,18,25,7,23,7,11,9,5,4,3,0,6,1,2,16
32,far-align,far-anchor,7,7,2,25,32,pie,B,23,5,16,32,11,8,5,4,6,1,3,0,5,2,16
22,aligned,near-anchor,3,0,2,50,28,line,C,20,10,1,24,22,15,8,0,3,4,5,2,6,1,16
42,near-align,far-anchor,8,1,2,0,1,pie,B,1,5,13,42,25,6,8,0,2,3,1,4,6,5,16
16,far-align,far-anchor,9,5,1,25,14,line,F,2,19,16,28,14,3,18,2,4,1,5,0,6,3,16
48,far-align,near-anchor,2,11,2,75,38,pie,F,5,9,48,4,7,6,21,5,6,4,3,0,2,1,16
17,near-align,far-anchor,8,4,2,25 and 50,29,pie,A,4,20,8,21,19,11,17,4,5,1,0,3,6,2,16
24,near-align,near-anchor,1,4,1,75,71,pie,F,28,5,24,3,1,27,12,1,6,5,4,2,0,3,16
21,near-align,near-anchor,4,1,1,75,74,line,B,20,15,17,21,18,5,4,4,2,0,5,1,6,3,17
36,near-align,far-anchor,11,1,1,50,49,line,B,12,10,6,36,4,17,15,4,0,2,5,3,1,6,17
25,aligned,anchor,0,0,0,75 and 100,75,pie,C,8,3,6,17,25,13,28,2,3,4,1,6,0,5,17
31,near-align,far-anchor,6,4,1,0,4,line,E,23,31,15,14,4,9,4,6,1,3,2,0,4,5,17
27,near-align,near-anchor,2,1,2,0,1,line,C,19,7,23,9,27,14,1,3,2,4,6,1,5,0,17
23,near-align,near-anchor,2,4,2,75,56,line,D,13,14,12,16,5,23,17,2,1,0,6,5,4,3,17
23,far-align,near-anchor,2,10,2,75,62,line,G,23,15,29,4,7,8,14,5,6,0,3,1,2,4,17
31,near-align,far-anchor,6,4,1,50,54,pie,C,14,15,3,12,31,12,13,2,6,0,3,5,4,1,17
45,far-align,far-anchor,5,9,0,50,41,line,D,21,4,11,5,3,45,11,1,3,5,0,6,4,2,17
49,aligned,near-anchor,1,0,1,75,26,line,B,9,12,6,49,4,6,14,5,4,1,3,6,2,0,17
18,far-align,far-anchor,7,9,2,25 and 25,16,pie,D,9,9,29,4,15,18,16,2,4,6,3,5,1,0,17
27,far-align,near-anchor,2,8,2,50,58,line,D,12,19,15,6,18,27,3,1,0,6,4,3,5,2,17
28,far-align,near-anchor,3,5,2,50,17,pie,B,5,11,7,28,16,17,16,6,3,4,1,5,0,2,17
25,near-align,anchor,0,3,0,50 and 75,47,pie,D,16,11,14,12,11,25,11,6,3,1,5,2,4,0,17
46,aligned,near-anchor,4,0,1,75,29,pie,E,13,46,8,15,1,11,6,4,3,2,0,5,6,1,17
51,far-align,far-anchor,1,9,1,25,34,line,C,1,7,17,9,51,6,9,3,1,0,2,4,5,6,17
50,aligned,anchor,0,0,0,25 and 75,25,line,F,5,11,50,11,9,6,8,6,2,3,4,5,1,0,17
40,aligned,far-anchor,10,0,0,0,0,pie,F,14,5,40,13,3,6,19,6,2,0,5,1,4,3,17
19,far-align,far-anchor,6,5,1,25,20,pie,C,17,18,13,12,19,1,20,2,5,3,4,1,6,0,17
52,far-align,far-anchor,2,5,2,100,43,pie,A,5,2,5,20,2,14,52,6,0,1,4,3,2,5,17
28,near-align,near-anchor,3,4,2,75,43,pie,E,12,28,8,21,9,16,6,1,4,5,6,0,3,2,17
30,aligned,far-anchor,5,0,0,25,25,line,C,4,8,18,9,30,16,15,6,5,3,0,2,1,4,17
19,near-align,far-anchor,6,3,1,25,9,line,F,15,7,19,29,10,9,11,6,4,1,3,2,0,5,17
26,near-align,near-anchor,1,4,1,75,45,pie,E,9,26,11,15,18,10,11,3,4,5,1,6,0,2,17
52,far-align,far-anchor,2,6,2,25,31,line,A,10,6,9,6,11,6,52,1,2,3,5,6,0,4,17
37,far-align,far-anchor,12,6,2,50,7,pie,B,6,6,11,37,22,7,11,3,6,4,1,2,0,5,17
37,near-align,far-anchor,12,1,2,0,1,pie,A,23,11,13,1,5,10,37,4,6,5,0,2,3,1,17
50,aligned,anchor,0,0,0,50 and 100,50,pie,E,16,50,9,2,7,10,6,4,6,5,1,2,3,0,17
17,aligned,far-anchor,8,0,2,25,25,line,E,11,17,15,9,22,12,14,1,2,3,4,6,5,0,17
36,aligned,far-anchor,11,0,1,75,39,pie,C,6,16,7,13,36,10,12,3,0,1,6,4,2,5,17
27,aligned,near-anchor,2,0,2,0,0,line,D,5,12,26,9,12,27,9,1,3,2,4,5,0,6,17
18,near-align,far-anchor,7,3,2,0,3,pie,C,5,5,3,25,18,16,28,5,2,0,3,1,4,6,17
26,far-align,near-anchor,1,8,1,75,41,pie,B,9,16,8,26,8,16,17,1,2,4,3,5,0,6,17
28,far-align,near-anchor,3,7,2,75,40,pie,B,17,4,4,28,19,11,17,4,5,0,3,2,6,1,17
54,far-align,far-anchor,4,10,1,75,11,line,C,11,6,6,7,54,7,9,0,3,5,6,1,4,2,17
46,near-align,near-anchor,4,2,1,50 and 100,52,pie,C,8,4,16,15,46,2,9,2,1,4,3,5,6,0,17
22,far-align,near-anchor,3,8,2,25,11,line,G,22,30,7,11,13,7,10,1,4,5,0,2,6,3,17
15,near-align,far-anchor,10,4,0,25,21,line,C,12,9,21,9,15,15,19,4,3,0,5,1,6,2,17
29,far-align,near-anchor,4,9,1,25,34,pie,G,29,20,11,8,5,24,3,3,1,2,5,6,4,0,17
25,far-align,anchor,0,8,0,25 and 50,17,line,D,18,12,17,14,9,25,5,6,3,0,5,2,1,4,17
45,near-align,far-anchor,5,3,0,75,33,pie,C,8,2,7,4,45,19,15,3,1,6,0,4,2,5,17
52,far-align,far-anchor,2,7,2,25,32,pie,F,4,12,52,15,4,3,10,5,6,4,0,1,2,3,17
44,near-align,far-anchor,6,2,1,50,4,line,E,4,44,20,7,8,5,12,0,1,3,4,2,6,5,17
16,aligned,far-anchor,9,0,1,25,25,line,E,6,16,31,2,20,22,3,5,2,6,4,3,0,1,17
25,far-align,anchor,0,10,0,25 and 50,15,pie,A,15,3,12,10,15,20,25,0,6,2,5,4,3,1,17
24,aligned,near-anchor,1,0,1,75,51,pie,F,9,10,24,20,16,11,10,5,2,4,1,6,3,0,17
29,aligned,near-anchor,4,0,1,75,46,line,D,1,12,15,24,5,29,14,6,2,3,5,1,4,0,17
46,near-align,near-anchor,4,2,1,50,6,line,F,17,4,46,6,5,6,16,6,5,1,2,4,0,3,17
40,far-align,far-anchor,10,5,0,25,20,pie,D,12,7,13,8,16,40,4,5,6,4,3,1,2,0,17
26,near-align,near-anchor,1,1,1,75,48,line,F,9,20,26,5,6,17,17,2,5,4,1,6,3,0,17
46,aligned,near-anchor,4,0,1,75,29,line,D,18,7,13,6,6,46,4,0,2,4,5,6,3,1,17
52,far-align,far-anchor,2,7,2,100,41,pie,E,3,52,7,5,6,22,5,4,5,6,3,0,1,2,17
35,near-align,far-anchor,10,2,0,75,38,line,B,10,14,8,35,20,6,7,0,1,2,4,5,3,6,17
52,near-align,far-anchor,2,3,2,0,3,pie,B,10,15,1,52,3,12,7,5,2,3,1,0,6,4,17
48,aligned,near-anchor,2,0,2,75,27,pie,G,48,16,10,9,8,1,8,3,4,0,2,6,5,1,17
25,aligned,anchor,0,0,0,50 and 75,50,line,E,8,25,14,8,20,13,12,2,4,3,1,0,5,6,17
50,far-align,anchor,0,8,0,50 and 100,42,line,F,8,11,50,7,5,14,5,6,1,5,3,4,0,2,17
42,near-align,far-anchor,8,3,2,75,30,line,B,10,7,10,42,11,10,10,2,4,1,3,5,0,6,17
25,near-align,anchor,0,1,0,75 and 100,74,line,F,20,28,25,1,6,7,13,1,0,5,6,2,4,3,17
22,aligned,near-anchor,3,0,2,0,0,pie,E,5,22,12,20,7,32,2,1,0,4,6,5,2,3,17
26,near-align,near-anchor,1,2,1,0,2,line,E,17,26,2,14,8,11,22,4,1,0,5,2,6,3,17
27,far-align,near-anchor,2,9,2,100,64,pie,F,7,15,27,20,14,9,8,0,3,5,4,1,6,2,17
40,aligned,far-anchor,10,0,0,25,25,pie,B,11,5,10,40,4,15,15,3,5,0,2,4,1,6,17
37,near-align,far-anchor,12,4,2,100,59,pie,B,19,15,4,37,13,7,5,3,2,6,5,4,1,0,17
45,aligned,far-anchor,5,0,0,100,55,line,E,5,45,5,13,9,6,17,3,6,4,5,2,1,0,17
49,far-align,near-anchor,1,11,1,50,39,line,B,10,11,12,49,9,6,3,4,3,6,5,2,0,1,17
23,aligned,near-anchor,2,0,2,50,50,pie,E,18,23,3,9,4,18,25,5,4,1,6,2,3,0,17
34,near-align,far-anchor,9,1,1,25,24,line,C,13,11,6,10,34,21,5,1,0,6,5,2,3,4,17
24,far-align,near-anchor,1,10,1,25,11,line,G,24,2,11,11,28,8,16,1,2,6,0,4,5,3,17
50,near-align,anchor,0,2,0,25 and 75,23,pie,C,4,16,7,6,50,11,6,4,6,5,2,3,1,0,17
44,aligned,far-anchor,6,0,1,100,56,pie,D,6,16,5,7,8,44,14,5,0,4,2,1,6,3,17
32,far-align,far-anchor,7,9,2,25 and 75,34,line,E,16,32,8,9,23,9,3,0,3,5,2,6,1,4,17
33,far-align,far-anchor,8,5,2,75,37,line,B,25,14,8,33,3,9,8,1,6,5,3,2,0,4,17
31,far-align,far-anchor,6,9,1,0,9,line,D,15,9,15,7,9,31,14,3,2,4,5,0,1,6,17
46,near-align,near-anchor,4,1,1,100,53,pie,A,12,15,5,6,1,15,46,0,1,2,3,6,4,5,17
35,near-align,far-anchor,10,4,0,0,4,pie,F,2,11,35,29,4,10,9,6,3,1,5,0,4,2,17
37,aligned,far-anchor,12,0,2,75,38,pie,C,12,17,3,5,37,6,20,0,3,2,5,4,1,6,17
34,aligned,far-anchor,9,0,1,0,0,line,B,17,7,13,34,9,12,8,4,5,6,0,3,1,2,17
21,near-align,near-anchor,4,2,1,50 and 75,52,pie,F,11,13,21,7,7,20,21,2,1,4,0,5,6,3,17
40,far-align,far-anchor,10,6,0,50,16,pie,G,40,9,5,10,6,3,27,2,3,4,1,0,5,6,17
18,far-align,far-anchor,7,8,2,50,40,line,D,29,16,6,12,12,18,7,6,2,4,1,0,3,5,17
53,near-align,far-anchor,3,1,2,100,46,pie,B,1,12,7,53,7,3,17,6,1,2,5,0,4,3,17
21,near-align,near-anchor,4,3,1,25,7,pie,D,15,8,14,7,20,21,15,2,3,4,0,6,1,5,17
26,aligned,near-anchor,1,0,1,50,50,line,F,14,13,26,20,10,2,15,5,0,4,1,6,2,3,17
51,near-align,far-anchor,1,2,1,0,2,line,C,8,12,15,2,51,7,5,3,4,6,0,1,5,2,17
52,far-align,far-anchor,2,5,2,0,5,line,E,19,52,12,5,4,2,6,3,1,2,0,4,5,6,17
50,near-align,anchor,0,3,0,50 and 100,47,line,E,3,50,19,6,6,9,7,6,5,4,0,1,3,2,17
50,far-align,anchor,0,8,0,0 and 50,8,pie,D,8,13,8,2,5,50,14,0,2,4,5,6,1,3,17
34,aligned,far-anchor,9,0,1,50,50,line,E,16,34,11,13,8,6,12,6,5,0,4,1,2,3,17
24,far-align,near-anchor,1,7,1,50,43,pie,G,24,5,9,19,24,3,16,3,4,6,5,0,2,1,17
20,aligned,far-anchor,5,0,0,50,50,pie,F,22,4,20,20,4,23,7,3,1,4,0,2,6,5,17
31,far-align,far-anchor,6,7,1,100,62,pie,G,31,2,18,18,14,7,10,5,3,1,0,2,6,4,17
24,far-align,near-anchor,1,10,1,75,61,line,C,3,15,17,25,24,10,6,0,6,3,1,5,4,2,17
55,near-align,far-anchor,5,4,0,0,4,pie,F,8,5,55,4,14,7,7,4,2,1,0,5,6,3,17
47,far-align,near-anchor,3,10,2,75,38,line,A,9,10,2,13,5,14,47,3,2,6,5,0,1,4,17
21,far-align,near-anchor,4,6,1,75,60,pie,F,22,19,21,7,3,7,21,1,6,5,2,3,4,0,17
16,far-align,far-anchor,9,7,1,50,43,pie,G,16,5,8,23,14,15,19,3,0,4,2,6,1,5,18
27,far-align,near-anchor,2,10,2,50,60,line,A,20,10,10,4,13,16,27,2,3,1,4,6,0,5,18
53,aligned,far-anchor,3,0,2,0,0,pie,F,4,3,53,6,16,11,7,3,4,0,6,1,5,2,18
23,aligned,near-anchor,2,0,2,25,25,pie,C,20,17,9,8,23,18,5,0,4,6,3,2,5,1,18
39,far-align,far-anchor,11,6,1,75,42,line,B,16,1,7,39,12,11,14,1,3,5,4,6,2,0,18
29,near-align,near-anchor,4,4,1,75,42,pie,D,5,3,26,6,18,29,13,2,6,5,0,3,4,1,18
50,near-align,anchor,0,1,0,0 and 50,1,line,A,1,19,4,4,7,15,50,0,6,3,2,4,5,1,18
54,near-align,far-anchor,4,3,1,0,3,pie,F,9,10,54,17,1,6,3,6,5,1,3,4,2,0,18
23,aligned,near-anchor,2,0,2,50,50,pie,G,23,10,17,13,7,11,19,4,6,5,2,3,1,0,18
50,far-align,anchor,0,9,0,0 and 50,9,line,B,2,18,7,50,5,9,9,2,4,3,1,5,0,6,18
28,aligned,near-anchor,3,0,2,75,47,line,E,2,28,17,13,11,17,12,1,4,0,6,2,3,5,18
45,near-align,far-anchor,5,1,0,25,24,line,F,6,19,45,11,2,3,14,5,0,3,6,2,1,4,18
22,far-align,near-anchor,3,6,2,75,69,line,G,22,8,19,24,16,9,2,5,0,2,1,3,6,4,18
38,near-align,far-anchor,12,2,2,75,35,line,B,18,7,5,38,15,11,6,0,5,6,3,4,2,1,18
37,aligned,far-anchor,12,0,2,50,50,line,F,3,11,37,13,21,7,8,2,3,5,6,1,0,4,18
37,aligned,far-anchor,12,0,2,25,25,line,A,17,14,13,8,2,9,37,0,6,3,1,4,5,2,18
41,near-align,far-anchor,9,3,1,50,47,line,C,12,9,10,9,41,10,9,6,2,3,4,5,1,0,18
32,far-align,far-anchor,7,5,2,100,63,pie,C,13,5,20,19,32,5,6,3,6,0,1,5,2,4,18
25,aligned,anchor,0,0,0,0 and 25,0,line,F,6,23,25,16,7,18,5,3,5,0,2,6,1,4,18
27,far-align,near-anchor,2,7,2,100,66,pie,F,7,6,27,10,12,32,6,6,2,5,0,1,4,3,18
19,far-align,far-anchor,6,8,1,50,39,line,A,6,22,13,7,12,21,19,0,5,6,4,1,2,3,18
24,far-align,near-anchor,1,8,1,75,67,pie,A,19,7,13,9,16,12,24,2,3,0,6,1,4,5,18
28,near-align,near-anchor,3,1,2,25,24,line,G,28,5,11,6,23,13,14,2,5,1,6,4,0,3,18
50,aligned,anchor,0,0,0,50 and 100,50,pie,E,5,50,13,13,6,9,4,5,6,0,4,3,1,2,18
22,near-align,near-anchor,3,4,2,25,21,line,E,12,22,20,9,24,10,3,1,2,3,0,6,5,4,18
50,near-align,anchor,0,1,0,50 and 100,49,pie,D,5,1,8,8,19,50,9,3,6,1,4,0,5,2,18
27,aligned,near-anchor,2,0,2,25,25,pie,D,21,3,16,4,10,27,19,0,3,6,1,5,2,4,18
52,near-align,far-anchor,2,3,2,100,45,line,B,9,5,11,52,16,3,4,0,2,3,5,4,6,1,18
48,near-align,near-anchor,2,1,2,25,24,line,F,6,15,48,14,3,11,3,1,2,3,5,0,6,4,18
53,near-align,far-anchor,3,3,2,25,28,line,D,9,4,15,12,4,53,3,2,6,5,0,1,4,3,18
47,aligned,near-anchor,3,0,2,50,3,pie,E,7,47,11,7,3,15,10,4,1,3,5,0,2,6,18
27,far-align,near-anchor,2,10,2,50,60,pie,F,6,7,27,11,13,27,9,3,0,5,2,6,1,4,18
22,far-align,near-anchor,3,8,2,75,61,line,E,22,22,17,10,10,14,5,4,5,6,0,2,1,3,18
41,aligned,far-anchor,9,0,1,100,59,line,E,12,41,12,6,13,2,14,3,6,2,4,1,0,5,18
43,near-align,far-anchor,7,3,2,100,54,pie,F,3,3,43,6,17,16,12,2,6,5,3,4,0,1,18
31,far-align,far-anchor,6,8,1,50,58,line,D,11,11,12,10,18,31,7,1,6,4,3,0,5,2,18
17,far-align,far-anchor,8,7,2,50,43,pie,A,4,9,5,21,34,10,17,0,5,1,6,2,4,3,18
17,near-align,far-anchor,8,1,2,100,82,pie,F,19,13,17,19,18,1,13,1,2,5,3,0,6,4,18
25,aligned,anchor,0,0,0,0 and 25,0,pie,G,25,8,2,19,12,27,7,0,2,6,1,5,4,3,18
33,near-align,far-anchor,8,2,2,0,2,pie,C,16,9,19,3,33,18,2,4,3,6,2,1,5,0,18
22,far-align,near-anchor,3,7,2,50,43,line,B,4,16,13,22,18,9,18,6,2,5,3,4,1,0,18
32,far-align,far-anchor,7,7,2,50,57,line,E,11,32,4,28,13,9,3,6,5,3,1,0,2,4,18
30,far-align,far-anchor,5,7,0,0,7,pie,D,2,15,26,6,7,30,14,3,2,6,4,0,1,5,18
51,aligned,far-anchor,1,0,1,75,24,pie,A,8,6,13,6,3,13,51,1,5,4,6,2,0,3,18
15,aligned,far-anchor,10,0,0,50,50,line,G,15,19,11,7,25,13,10,4,3,1,2,5,0,6,18
21,near-align,near-anchor,4,2,1,75 and 100,77,line,B,18,28,14,21,2,11,6,1,2,0,5,6,3,4,18
50,far-align,anchor,0,5,0,0 and 50,5,pie,A,16,7,9,6,5,7,50,3,6,2,5,0,4,1,18
25,far-align,anchor,0,10,0,25 and 50,15,pie,B,4,8,10,25,19,15,19,3,4,6,1,2,0,5,18
17,near-align,far-anchor,8,1,2,75,74,pie,E,19,17,27,11,11,6,9,3,5,4,0,1,2,6,18
25,near-align,anchor,0,2,0,50 and 75,48,pie,A,23,9,17,8,8,10,25,1,0,6,2,3,5,4,18
22,near-align,near-anchor,3,1,2,100,77,line,B,11,8,28,22,20,10,1,0,2,1,5,4,3,6,18
29,aligned,near-anchor,4,0,1,0,0,line,D,18,12,10,5,20,29,6,4,3,2,1,6,0,5,18
16,aligned,far-anchor,9,0,1,25,25,pie,B,10,12,31,16,16,6,9,4,6,5,2,1,3,0,18
19,far-align,far-anchor,6,5,1,25,20,pie,G,19,20,20,7,9,10,15,1,5,0,2,6,4,3,18
52,far-align,far-anchor,2,10,2,0,10,line,E,2,52,10,9,2,20,5,4,1,0,6,3,2,5,18
53,near-align,far-anchor,3,4,2,0,4,pie,G,53,4,12,11,4,13,3,1,5,3,4,0,6,2,18
33,aligned,far-anchor,8,0,2,50,17,pie,G,33,4,16,13,4,20,10,2,1,4,0,5,6,3,18
26,far-align,near-anchor,1,6,1,50,56,pie,C,15,5,18,3,26,5,28,0,2,6,4,5,1,3,18
22,aligned,near-anchor,3,0,2,100,78,line,A,8,12,21,31,2,4,22,0,2,1,5,4,3,6,18
49,near-align,near-anchor,1,3,1,50,4,pie,C,11,4,3,8,49,15,10,4,0,3,2,1,5,6,18
28,near-align,near-anchor,3,4,2,50,54,pie,B,13,1,4,28,30,14,10,1,3,6,4,2,5,0,18
40,far-align,far-anchor,10,7,0,25,18,line,C,5,12,14,16,40,7,6,4,0,5,3,2,6,1,18
26,near-align,near-anchor,1,3,1,0,3,pie,E,30,26,5,5,3,17,14,5,1,4,2,0,6,3,18
22,far-align,near-anchor,3,7,2,25,18,pie,A,22,18,13,12,12,1,22,6,0,3,2,4,5,1,18
23,near-align,near-anchor,2,3,2,25,22,pie,A,10,10,15,12,15,15,23,6,0,4,1,5,3,2,18
16,near-align,far-anchor,9,1,1,75,58,pie,G,16,8,3,21,5,30,17,4,1,2,6,5,3,0,18
25,far-align,anchor,0,12,0,0 and 25,12,line,A,22,12,16,15,3,7,25,5,0,6,4,3,2,1,18
23,far-align,near-anchor,2,5,2,25,20,pie,B,6,14,12,23,9,10,26,0,1,5,2,4,6,3,18
35,near-align,far-anchor,10,2,0,100,63,line,A,5,14,4,2,5,35,35,3,0,4,6,2,1,5,18
34,far-align,far-anchor,9,5,1,75,36,line,F,5,2,34,10,10,15,24,6,1,3,2,5,4,0,18
15,aligned,far-anchor,10,0,0,25,25,line,C,17,9,17,13,15,21,8,1,4,5,6,2,3,0,18
25,near-align,anchor,0,4,0,25 and 50,21,line,F,12,10,25,28,4,12,9,0,3,2,6,5,4,1,18
42,far-align,far-anchor,8,8,2,50,16,pie,F,5,13,42,8,15,6,11,0,3,2,5,6,4,1,18
44,far-align,far-anchor,6,9,1,50,41,pie,E,12,44,3,7,13,10,11,5,4,6,3,0,2,1,18
48,far-align,near-anchor,2,7,2,50,43,line,D,9,7,17,14,1,48,4,6,4,2,3,0,5,1,18
30,far-align,far-anchor,5,8,0,100,62,line,B,8,14,11,30,12,15,10,6,0,2,5,4,3,1,18
26,aligned,near-anchor,1,0,1,100,74,line,F,19,6,26,15,2,21,11,1,0,6,4,5,3,2,18
47,aligned,near-anchor,3,0,2,25,25,line,E,9,47,10,6,4,17,7,2,3,0,1,4,6,5,18
16,aligned,far-anchor,9,0,1,100,84,line,D,17,14,22,18,2,16,11,2,4,5,1,3,6,0,18
18,far-align,far-anchor,7,6,2,25,19,pie,B,6,20,22,18,8,7,19,5,2,4,1,6,3,0,18
50,aligned,anchor,0,0,0,50 and 100,50,line,B,8,8,6,50,9,13,6,4,5,2,6,0,1,3,18
47,near-align,near-anchor,3,2,2,50,5,pie,D,5,6,8,14,7,47,13,0,2,4,6,5,1,3,18
18,near-align,far-anchor,7,2,2,75,55,line,F,9,18,18,2,5,2,46,6,5,4,2,3,1,0,18
30,aligned,far-anchor,5,0,0,50,50,pie,G,30,12,10,4,10,24,10,4,1,3,0,5,2,6,18
42,near-align,far-anchor,8,1,2,25,24,line,B,5,10,14,42,4,9,16,3,0,1,2,6,5,4,18
21,far-align,near-anchor,4,5,1,50,34,line,E,14,21,11,6,9,9,30,0,3,2,6,1,4,5,18
24,far-align,near-anchor,1,5,1,75,70,pie,B,22,10,6,24,14,4,20,2,4,6,5,0,1,3,18
28,far-align,near-anchor,3,8,2,0,8,line,G,28,7,21,11,8,14,11,1,5,4,2,0,3,6,18
18,aligned,far-anchor,7,0,2,50,50,pie,G,18,24,13,4,9,19,13,4,1,5,2,0,6,3,18
16,near-align,far-anchor,9,1,1,75,74,line,F,10,21,16,17,4,7,25,6,4,5,3,0,1,2,18
18,far-align,far-anchor,7,9,2,75 and 75,66,pie,B,8,10,18,18,6,16,24,4,3,1,5,0,6,2,18
40,far-align,far-anchor,10,5,0,25 and 75,30,line,E,10,40,9,7,16,5,13,5,3,1,4,2,0,6,18
17,near-align,far-anchor,8,3,2,100,80,pie,E,19,17,16,3,10,10,25,0,5,2,6,3,4,1,18
23,near-align,near-anchor,2,2,2,50,29,line,G,23,18,15,8,11,11,14,2,1,3,5,6,0,4,18
40,near-align,far-anchor,10,2,0,50,8,pie,D,10,2,17,8,8,40,15,2,5,6,0,3,1,4,18
21,aligned,near-anchor,4,0,1,50,29,pie,A,22,9,14,13,14,7,21,1,3,4,6,5,0,2,18
55,aligned,far-anchor,5,0,0,75,20,line,F,6,10,55,3,12,2,12,1,6,3,4,2,0,5,19
27,far-align,near-anchor,2,6,2,75,42,pie,C,4,17,24,3,27,20,5,4,1,6,5,3,0,2,19
38,near-align,far-anchor,12,1,2,0,1,line,F,2,11,38,18,1,20,10,5,6,1,4,0,2,3,19
19,far-align,far-anchor,6,5,1,50,36,pie,C,20,10,26,10,19,6,9,0,6,5,1,3,2,4,19
31,far-align,far-anchor,6,5,1,0,5,line,C,13,5,10,24,31,12,5,6,5,3,4,1,2,0,19
53,far-align,far-anchor,3,9,2,100,38,line,G,53,5,7,9,6,9,11,5,2,4,3,1,6,0,19
21,aligned,near-anchor,4,0,1,0,0,line,G,21,7,3,12,14,16,27,0,5,1,6,2,4,3,19
55,far-align,far-anchor,5,6,0,0,6,line,D,6,8,10,3,11,55,7,0,6,2,3,5,1,4,19
23,near-align,near-anchor,2,3,2,50,30,pie,B,8,22,5,23,11,11,20,1,0,3,2,5,4,6,19
37,far-align,far-anchor,12,6,2,25 and 50,19,pie,D,5,17,11,5,8,37,17,3,5,1,4,0,2,6,19
15,aligned,far-anchor,10,0,0,75,75,pie,B,22,15,7,15,10,14,17,3,2,0,5,6,4,1,19
20,near-align,far-anchor,5,2,0,25,3,line,A,18,11,29,6,13,3,20,4,3,2,5,6,0,1,19
37,near-align,far-anchor,12,4,2,0,4,line,D,11,16,4,13,11,37,8,6,4,0,3,5,1,2,19
29,far-align,near-anchor,4,5,1,50,16,line,A,10,19,9,8,9,16,29,3,2,6,4,5,0,1,19
53,far-align,far-anchor,3,6,2,75,16,pie,B,7,13,6,53,9,9,3,1,3,4,2,0,6,5,19
25,aligned,anchor,0,0,0,25 and 50,25,pie,D,17,23,10,5,5,25,15,4,5,0,3,6,2,1,19
47,aligned,near-anchor,3,0,2,100,53,pie,C,3,7,9,16,47,13,5,1,0,2,4,6,5,3,19
48,aligned,near-anchor,2,0,2,50,50,line,B,3,11,2,48,25,8,3,1,4,6,5,0,2,3,19
22,far-align,near-anchor,3,10,2,25,15,line,D,15,6,15,8,14,22,20,6,2,0,4,3,1,5,19
43,far-align,far-anchor,7,6,2,50,44,line,D,13,6,14,3,14,43,7,6,4,3,1,2,5,0,19
38,far-align,far-anchor,12,6,2,25 and 75,31,line,F,15,16,38,1,9,14,7,1,5,3,6,2,4,0,19
38,aligned,far-anchor,12,0,2,75,37,pie,A,9,15,13,16,6,3,38,5,1,3,6,2,0,4,19
27,far-align,near-anchor,2,6,2,25,31,line,G,27,7,23,14,12,13,4,3,5,6,0,4,2,1,19
25,near-align,anchor,0,3,0,25 and 50,22,pie,B,11,19,19,25,11,9,6,1,5,3,2,0,6,4,19
22,far-align,near-anchor,3,10,2,75,63,line,F,15,33,22,9,3,10,8,6,0,5,3,2,1,4,19
34,near-align,far-anchor,9,1,1,75,40,pie,A,9,13,2,16,12,14,34,3,2,0,1,5,6,4,19
26,near-align,near-anchor,1,1,1,50,51,pie,G,26,15,7,19,7,10,16,4,0,5,1,2,3,6,19
24,far-align,near-anchor,1,7,1,25,8,pie,D,11,8,10,17,9,24,21,3,0,4,2,5,1,6,19
22,aligned,near-anchor,3,0,2,75,75,pie,F,13,9,22,15,20,3,18,1,4,5,0,3,6,2,19
50,near-align,anchor,0,3,0,50 and 100,47,line,A,8,3,11,11,7,10,50,2,6,1,3,0,4,5,19
48,far-align,near-anchor,2,5,2,50,45,pie,A,7,14,4,6,8,13,48,6,2,1,0,3,4,5,19
